,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
0,1443.0,0.0,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,1.0,0.969792846478225,0.917891071942461,0.810276873538378,0.652884074690436,0.468897545820891,0.271362453196805,0.113256547232761,0.035096597028392,0.008251707270956,0.0,0.756313871097281,0.060391913039439,-88.7325,435.186948652929,0.000307287505116,1.0,1.0,0.000316227766017,0.000545559478117,0.000941204967268,0.001623776739189,0.002801356761199,0.004832930238572,0.008337822234718,0.014384498882877,0.024816289228368,0.042813323987194,0.073861998220794,0.127427498570313,0.219839264886229,0.379269019073225,0.654318912971296,1.12883789168469,1.94748303990876,3.35981828628378,5.79639395338496,10.0,283.0,287.8,295.7,308.9,330.1,362.7,409.6,471.6,547.0,631.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.9,284.6,288.6,294.5,302.9,314.8,331.1,352.7,380.0,413.1,451.4,493.7,538.6,584.9,631.5,677.6,1000.0,1000.0,1000.0,1000.0,99.5286591892004,68.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1548.0,0.0,1e-09,3.16227766016838e-09,1e-08,3.16227766016838e-08,1e-07,3.16227766016838e-07,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,1.0,0.982603378646644,0.950566171101765,0.874539302942071,0.741632492784251,0.572453688495337,0.376913988036707,0.180685029977026,0.054782632262723,0.011651467230011,0.002220461048902,0.771397162652933,5.20272158827113e-06,-88.7325,78175857.118672,0.000307287505116,1.0,1.0,1e-09,3.35981828628379e-09,1.12883789168469e-08,3.79269019073225e-08,1.27427498570313e-07,4.2813323987194e-07,1.43844988828766e-06,4.83293023857175e-06,1.62377673918872e-05,5.45559478116851e-05,0.000183298071083,0.000615848211066,0.002069138081115,0.006951927961776,0.023357214690901,0.078475997035146,0.263665089873035,0.885866790410083,2.97635144163131,10.0,280.2,289.0,316.5,391.1,538.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.6,284.5,296.3,322.6,373.4,453.2,552.9,658.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,80.472243662023,51.78,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,0.000417966198466,8.78168344633847e-05,2.24075380238263e-05,6.56636553537134e-06,2.07512334733886e-06,6.54856965170437e-07,2.05636892070583e-07,6.36124059879693e-08,1.86951811471153e-08,4.49078970603452e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1663.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.97082194110086,0.913298856061621,0.76934100567699,0.513527881693505,0.249155723159011,0.092429602978193,0.028364385812586,0.00672054469581,0.0,,1.00758518393829,0.032379123199982,-77.465,55.84,0.217202891472087,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,282.3,285.9,291.7,300.7,314.8,335.8,365.9,406.5,456.4,511.6,566.7,617.8,662.9,700.9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.7,283.4,287.6,294.3,304.5,319.8,341.6,371.3,409.1,454.3,505.0,558.9,614.0,668.9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,36.3220613795135,29.0357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1707.0,0.0,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,1.0,0.986429746445823,0.958342088673152,0.879341944864866,0.697727412596182,0.421928344906549,0.185896981957748,0.064811017057675,0.020919592277848,0.006305095536543,0.001879355574303,1.00548986740104,6.90250412874464e-05,-77.465,26432.4103367675,0.16753230136305,1.0,1.0,1e-06,2.33572146909012e-06,5.45559478116851e-06,1.27427498570313e-05,2.97635144163132e-05,6.95192796177561e-05,0.000162377673919,0.000379269019073,0.00088586679041,0.002069138081115,0.004832930238572,0.011288378916847,0.026366508987304,0.061584821106603,0.143844988828766,0.335981828628378,0.784759970351461,1.83298071083243,4.28133239871939,10.0,279.2,282.9,291.4,310.1,349.1,419.4,518.4,623.3,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.4,281.0,287.1,300.3,327.4,375.9,448.6,538.6,634.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,42.6146248370205,29.5625,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,,,,,,0.000588728791163,0.000182014823063,5.34750255490977e-05,1.28414448839852e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1871.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.981982756448083,0.945176275312061,0.844982824376363,0.632430043626662,0.350729249898308,0.142479661243167,0.045659341335714,0.011269233579645,0.0,,1.01411590675199,0.051758299964826,-66.1975,30.0,0.129220526530638,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,279.9,282.0,285.4,290.9,299.4,312.5,332.2,360.2,397.7,443.9,495.1,546.4,593.4,633.8,666.8,692.1,710.5,1000.0,1000.0,1000.0,279.0,280.6,283.2,287.4,294.0,304.2,319.5,341.4,371.2,409.3,454.9,506.0,560.3,615.7,670.9,1000.0,1000.0,1000.0,1000.0,1000.0,21.9397356410692,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1873.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.981976658034213,0.945187712915036,0.844989103123874,0.632536229612896,0.350783245865972,0.142503108992048,0.045673581966674,0.01128038128107,0.0,,1.01412096864564,0.051772766751265,-66.1975,30.0,0.217202891472087,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,279.9,282.0,285.5,290.9,299.5,312.7,332.3,360.3,397.7,443.9,495.1,546.4,593.4,633.8,666.7,692.1,710.5,1000.0,1000.0,1000.0,279.0,280.6,283.2,287.4,294.0,304.2,319.5,341.4,371.2,409.3,454.9,506.0,560.3,615.7,670.9,1000.0,1000.0,1000.0,1000.0,1000.0,21.9580357348587,16.7266666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1905.0,0.0,1e-05,3.16227766016838e-05,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,0.982126351352952,0.945727129926562,0.847240113965871,0.641329305087508,0.377094864476856,0.193216554975077,0.110170833244168,0.070400712755962,0.041081655752562,0.017927659705751,0.862464262825436,0.001733413447792,-66.1975,3391.61318549153,1.79e-05,1.0,1.0,1e-05,2.06913808111479e-05,4.2813323987194e-05,8.85866790410083e-05,0.000183298071083,0.000379269019073,0.000784759970351,0.001623776739189,0.003359818286284,0.006951927961776,0.014384498882877,0.029763514416313,0.061584821106603,0.127427498570313,0.263665089873035,0.545559478116851,1.12883789168469,2.33572146909012,4.83293023857175,10.0,278.9,281.6,286.9,297.3,316.7,350.0,401.4,470.8,553.2,640.4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.5,284.1,290.5,301.7,320.7,350.6,393.7,449.6,514.9,584.7,655.4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22.6618622359241,13.96,1.0,3.16227766016838,10.0,,,,,,,,,0.005733270619768,0.001367763389473,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2041.0,0.0,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,31.6227766016838,100.0,,1.0,0.976299708746738,0.928836798206823,0.805002525413477,0.565603123830531,0.289798452895973,0.112021590342413,0.0356965380829,0.008838436473173,0.0,,1.01025276989008,0.405653929726345,-54.93,2.34034731932072,4.61760721271691e-05,1.0,1.0,0.01,0.016237767391887,0.026366508987304,0.042813323987194,0.069519279617756,0.112883789168469,0.183298071083244,0.297635144163132,0.483293023857175,0.784759970351461,1.27427498570313,2.06913808111479,3.35981828628378,5.45559478116851,8.85866790410082,14.3844988828766,23.3572146909012,37.9269019073225,61.5848211066026,100.0,278.2,279.4,281.1,283.9,288.0,294.1,302.6,313.6,326.6,340.6,354.0,365.6,374.7,381.4,386.0,389.1,391.1,392.3,393.1,393.6,279.9,282.0,285.5,290.9,299.5,312.3,331.2,357.4,391.9,434.2,483.0,535.9,590.9,646.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,112.996387426451,75.4928571428571,,,,,,,,,,,,,,,,,,,,,,,,,316.227766016838,1000.0,3162.27766016838,10000.0,31622.7766016838,100000.0,316227.766016838,1000000.0,3162277.66016838,10000000.0,394.1,394.3,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0,2047.0,0.0,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,31.6227766016838,100.0,,1.0,0.976393123441765,0.928974275086248,0.805163015054632,0.566030829686915,0.290139547249809,0.112207328275515,0.035820864539097,0.008842934930711,0.0,,1.01014129472812,0.406358913576218,-54.93,2.34034731932072,0.019662146373171,1.0,1.0,0.01,0.016237767391887,0.026366508987304,0.042813323987194,0.069519279617756,0.112883789168469,0.183298071083244,0.297635144163132,0.483293023857175,0.784759970351461,1.27427498570313,2.06913808111479,3.35981828628378,5.45559478116851,8.85866790410082,14.3844988828766,23.3572146909012,37.9269019073225,61.5848211066026,100.0,279.1,280.7,283.3,287.4,293.5,302.6,315.4,332.1,352.1,373.6,394.0,411.5,425.1,434.9,441.6,446.0,448.9,450.6,451.8,452.5,279.9,282.0,285.5,290.9,299.4,312.3,331.1,357.3,391.7,434.0,482.8,535.7,590.7,645.9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,85.1476071302066,53.85,,,,,,,,,,,,,,,,,,,,,,,,,316.227766016838,1000.0,3162.27766016838,10000.0,31622.7766016838,100000.0,316227.766016838,1000000.0,3162277.66016838,10000000.0,453.2,453.5,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0,2048.0,0.0,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,31.6227766016838,100.0,,1.0,0.976393049044689,0.929004553760665,0.805254948845265,0.566141042045693,0.290239071757108,0.112233998262207,0.035730968419151,0.008852787629136,0.0,,1.0102473652435,0.406500652312152,-54.93,2.34034731932072,0.027570610780082,1.0,1.0,0.01,0.016237767391887,0.026366508987304,0.042813323987194,0.069519279617756,0.112883789168469,0.183298071083244,0.297635144163132,0.483293023857175,0.784759970351461,1.27427498570313,2.06913808111479,3.35981828628378,5.45559478116851,8.85866790410082,14.3844988828766,23.3572146909012,37.9269019073225,61.5848211066026,100.0,279.1,280.8,283.4,287.5,293.7,302.9,315.8,332.6,352.7,374.2,394.7,412.2,425.7,435.5,442.2,446.6,449.4,451.2,452.3,453.0,279.9,282.0,285.5,290.9,299.4,312.3,331.1,357.3,391.7,434.0,482.7,535.7,590.6,645.9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,84.7418516942569,53.4428571428571,,,,,,,,,,,,,,,,,,,,,,,,,316.227766016838,1000.0,3162.27766016838,10000.0,31622.7766016838,100000.0,316227.766016838,1000000.0,3162277.66016838,10000000.0,453.8,454.0,454.1,454.1,454.1,454.1,454.1,454.1,454.1,454.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0,2098.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.981208151097451,0.942909337274932,0.839119674680494,0.621703489190176,0.339844948776706,0.137074275181344,0.044453308164169,0.011019162792938,0.0,,1.01357762504502,0.049504102284911,-54.93,30.0,0.217202891472087,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,280.0,282.2,285.8,291.5,300.3,313.9,334.0,362.4,400.3,446.7,498.0,549.1,595.8,636.0,668.8,693.9,712.2,1000.0,1000.0,1000.0,279.1,280.8,283.6,288.0,294.8,305.4,321.3,343.9,374.5,413.3,459.4,510.9,565.4,620.8,675.9,1000.0,1000.0,1000.0,1000.0,1000.0,20.9155603957118,16.1266666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2176.0,0.0,1e-09,3.16227766016838e-09,1e-08,3.16227766016838e-08,1e-07,3.16227766016838e-07,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,1.0,0.981255602272884,0.943512448855154,0.843412041215059,0.646389543721784,0.41219914001211,0.254190040515348,0.167037927073867,0.101413749063879,0.044319582833185,0.011962365437284,0.735912614378327,5.82037168419573e-06,-54.93,37350000.0,4.61760721271691e-05,1.0,1.0,1e-09,3.35981828628379e-09,1.12883789168469e-08,3.79269019073225e-08,1.27427498570313e-07,4.2813323987194e-07,1.43844988828766e-06,4.83293023857175e-06,1.62377673918872e-05,5.45559478116851e-05,0.000183298071083,0.000615848211066,0.002069138081115,0.006951927961776,0.023357214690901,0.078475997035146,0.263665089873035,0.885866790410083,2.97635144163131,10.0,279.4,286.1,306.4,358.7,460.0,600.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,282.4,290.6,309.0,345.8,408.5,495.2,594.0,693.8,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,48.0965521979833,29.9166666666667,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,0.00227323137258,0.000398325433026,6.98650905742947e-05,1.32640280548421e-05,3.98287460090176e-06,1.25726367555091e-06,3.94859599851239e-07,1.22109230515379e-07,3.59012096485139e-08,8.626131942458592e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2208.0,0.0,1e-09,3.16227766016838e-09,1e-08,3.16227766016838e-08,1e-07,3.16227766016838e-07,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,1.0,0.977835766584227,0.93634223222673,0.837688790188003,0.671356882689622,0.488259224329758,0.319016879656856,0.161974649617599,0.053493894123051,0.011814776346803,0.002226225320528,0.729612986383838,7.56571159718855e-06,-54.93,61114646.3623901,0.000307287505116,1.0,1.0,1e-09,3.35981828628379e-09,1.12883789168469e-08,3.79269019073225e-08,1.27427498570313e-07,4.2813323987194e-07,1.43844988828766e-06,4.83293023857175e-06,1.62377673918872e-05,5.45559478116851e-05,0.000183298071083,0.000615848211066,0.002069138081115,0.006951927961776,0.023357214690901,0.078475997035146,0.263665089873035,0.885866790410083,2.97635144163131,10.0,281.3,292.1,323.3,396.8,527.8,704.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.7,288.9,304.9,337.7,395.1,477.3,574.0,673.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,110.424800958239,73.5333333333333,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,0.000401979106838,7.73225320147359e-05,2.43657634331059e-05,7.70396306203294e-06,2.43438401272477e-06,7.68066445804809e-07,2.41269327601667e-07,7.46468828127847e-08,2.19370944573027e-08,5.273567588220821e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2312.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,31.6227766016838,1.0,0.981767082550927,0.945133270636579,0.847310942737448,0.646690250332958,0.391509828873901,0.198357134857254,0.087772065599552,0.031528669255364,0.008182587886961,0.0,0.898059720637642,0.084320460514733,-14.57,30.0,0.000119118974139,1.0,1.0,0.001,0.001725210549942,0.002976351441631,0.005134832907438,0.008858667904101,0.015283067326588,0.026366508987304,0.045487779470038,0.078475997035146,0.135387618002254,0.233572146909012,0.40296113202004,0.695192796177561,1.19935394620923,2.06913808111479,3.56969884682606,6.15848211066026,10.6246783089404,18.3298071083243,31.6227766016838,279.2,281.2,284.6,290.3,299.5,313.9,335.4,365.7,405.4,453.2,505.6,557.5,604.2,642.5,671.3,691.3,704.3,712.3,1000.0,1000.0,279.9,282.1,285.7,291.2,299.9,313.0,332.1,358.7,393.4,436.1,485.1,538.2,593.1,648.4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,10.1817413610275,7.22142857142859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2324.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.980344131377748,0.940389369390127,0.832945793011779,0.611345901619474,0.330503018539383,0.132238936309866,0.042710265283115,0.010537956401655,0.0,,1.01203253512261,0.047630522385742,-14.57,30.0,0.2816,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,280.4,282.9,286.8,293.1,302.9,317.9,340.2,371.7,413.4,464.2,519.6,573.8,622.6,664.1,697.5,1000.0,1000.0,1000.0,1000.0,1000.0,279.3,281.0,283.9,288.5,295.7,306.7,323.0,346.3,377.5,417.0,463.6,515.4,569.9,625.3,680.2,1000.0,1000.0,1000.0,1000.0,1000.0,32.4529402879513,25.1866666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2395.0,0.0,1e-07,3.16227766016838e-07,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,0.0001,0.000316227766017,0.001,0.003162277660168,1.0,0.987131692050237,0.960420350547812,0.884689639673961,0.707968108161558,0.43337176930702,0.193660017728932,0.069352336190137,0.022307737996559,0.006950728362786,0.002172847191431,1.00453946234962,7.2410107023008e-06,-14.57,206000.0,0.09967,1.0,1.0,1e-07,2.63665089873036e-07,6.95192796177561e-07,1.83298071083244e-06,4.83293023857175e-06,1.27427498570313e-05,3.35981828628378e-05,8.85866790410083e-05,0.000233572146909,0.000615848211066,0.001623776739189,0.004281332398719,0.011288378916847,0.029763514416313,0.078475997035146,0.206913808111479,0.545559478116851,1.43844988828766,3.79269019073225,10.0,279.2,283.6,295.0,322.6,382.9,487.1,611.8,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.3,281.4,289.3,308.3,349.2,421.0,519.5,628.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,45.1455107719156,30.7428571428572,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,,,,0.000683687041847,0.000215379778136,6.75957325861253e-05,2.08988983999745e-05,6.14622290507561e-06,1.47428144495509e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2426.0,0.0,1e-09,3.16227766016838e-09,1e-08,3.16227766016838e-08,1e-07,3.16227766016838e-07,1e-06,3.16227766016838e-06,1e-05,3.16227766016838e-05,1.0,0.970663030098629,0.912680520747213,0.767917625618029,0.510731009286074,0.247212603297341,0.092813297039752,0.030454739955287,0.009518198335775,0.002970041983732,0.000933628234462,1.00460091138884,3.04328587658512e-08,-14.57,47776898.6188437,0.129220526530638,1.0,1.0,1e-09,3.35981828628379e-09,1.12883789168469e-08,3.79269019073225e-08,1.27427498570313e-07,4.2813323987194e-07,1.43844988828766e-06,4.83293023857175e-06,1.62377673918872e-05,5.45559478116851e-05,0.000183298071083,0.000615848211066,0.002069138081115,0.006951927961776,0.023357214690901,0.078475997035146,0.263665089873035,0.885866790410083,2.97635144163131,10.0,282.8,297.1,340.1,442.6,595.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.8,290.8,320.2,389.8,505.5,641.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,47.5973528675703,34.2,0.0001,0.000316227766017,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,0.000294566518736,9.31509330074828e-05,2.94360573289882e-05,9.30613581610396e-06,2.9402305723735e-06,9.27995975078825e-07,2.91391751623894e-07,9.03008740162056e-08,2.6601513037502e-08,6.41268480321162e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2539.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,31.6227766016838,1.0,0.983140513689806,0.95078820307653,0.86699041259912,0.696633066855131,0.465790118958482,0.256619111093018,0.113257307849707,0.039451554433928,0.010132399334269,0.0,0.854731763295732,0.123680113168991,-11.21425,30.0,0.0007927,1.0,1.0,0.001,0.001725210549942,0.002976351441631,0.005134832907438,0.008858667904101,0.015283067326588,0.026366508987304,0.045487779470038,0.078475997035146,0.135387618002254,0.233572146909012,0.40296113202004,0.695192796177561,1.19935394620923,2.06913808111479,3.56969884682606,6.15848211066026,10.6246783089404,18.3298071083243,31.6227766016838,279.5,281.7,285.4,291.5,301.5,317.3,341.0,374.8,420.1,476.6,541.0,606.0,662.2,704.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.7,281.6,284.6,289.2,296.3,306.9,322.5,344.2,373.0,409.4,452.4,500.6,551.8,604.3,656.8,1000.0,1000.0,1000.0,1000.0,1000.0,59.3063535502611,41.8928571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2547.0,0.0,0.001,0.003162277660168,0.01,0.031622776601684,0.1,0.316227766016838,1.0,3.16227766016838,10.0,,1.0,0.979912232147122,0.939137009082368,0.829772905899557,0.605963388578511,0.325606842468352,0.129678348562838,0.041835184661407,0.010355486246853,0.0,,1.01166687249874,0.046623698842261,-11.21425,30.0,0.16753230136305,1.0,1.0,0.001,0.001623776739189,0.00263665089873,0.004281332398719,0.006951927961776,0.011288378916847,0.018329807108324,0.029763514416313,0.048329302385718,0.078475997035146,0.127427498570313,0.206913808111479,0.335981828628378,0.545559478116851,0.885866790410082,1.43844988828766,2.33572146909012,3.79269019073225,6.15848211066026,10.0,280.5,283.0,287.0,293.3,303.2,318.5,341.0,373.0,415.4,466.9,522.9,577.6,626.8,668.6,702.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.3,281.2,284.1,288.8,296.1,307.3,323.9,347.5,379.2,419.0,465.9,517.8,572.3,627.7,682.5,1000.0,1000.0,1000.0,1000.0,1000.0,33.271659611948,25.8066666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
